3.127159766933506191e+01,1.136407472490789661e-01,5.238759855348203848e-02,3.644477432743656209e+01,4.272061052278547599e+00
1.948453445352902418e+04,1.136407472490789661e-01,5.238759855348203848e-02,6.622421312301094432e-01,3.859399661129764292e-01
1.944967446217000173e+01,1.136407472490789661e-01,5.238759855348203848e-02,4.066506926825488790e+02,2.810484922860987922e+01
1.317727939230803891e+01,1.136407472490789661e-01,5.238759855348203848e-02,1.167449534209382307e+02,4.186945322897969390e+00
6.165039520571640423e+02,1.136407472490789661e-01,5.238759855348203848e-02,3.294849145099186583e+00,5.552055255268891626e-02
2.050409397073126456e+02,1.136407472490789661e-01,5.238759855348203848e-02,2.912768215998005417e+01,5.372693523456303133e+00
9.062738547241998788e+01,1.136407472490789661e-01,5.238759855348203848e-02,5.670946261843459979e+02,7.809556337136561410e+01
1.028828535677422629e+01,1.136407472490789661e-01,5.238759855348203848e-02,5.051993817579092934e+02,3.598140925081582120e-01
1.015257493450115511e+01,1.136407472490789661e-01,5.238759855348203848e-02,3.049411750695003320e+02,1.308327695708779936e+00
2.278269013863958662e+03,1.136407472490789661e-01,5.238759855348203848e-02,2.220617052526685509e+00,3.842462191409463934e-02
4.606346752171941006e+01,1.136407472490789661e-01,5.238759855348203848e-02,6.421629689747788916e+01,8.107010776210676894e+00
1.454544749584375722e+02,1.136407472490789661e-01,5.238759855348203848e-02,1.272605763002183323e+02,2.005089764679252440e+01
1.799128859928258316e+04,1.136407472490789661e-01,5.238759855348203848e-02,6.623784826458105179e+00,6.487570806944226831e+00
3.296641896933379940e+03,1.136407472490789661e-01,5.238759855348203848e-02,1.962769328902190136e+00,1.796449077652235646e-02
2.697023151709093014e+01,1.136407472490789661e-01,5.238759855348203848e-02,4.848219762842060732e+01,5.158658231129558125e+00
1.308268175694164093e+01,1.136407472490789661e-01,5.238759855348203848e-02,7.203141181671283277e+01,1.612796514100801187e-02
4.934156123535397001e+02,1.136407472490789661e-01,5.238759855348203848e-02,1.487743289634148027e+02,3.040929536382276765e+01
9.435049679368921360e+00,1.136407472490789661e-01,5.238759855348203848e-02,8.074543149775895472e+02,4.205867872195902635e+00
1.371774716027147711e+01,1.136407472490789661e-01,5.238759855348203848e-02,4.039538332938929699e+01,1.164585497317204427e-01
1.042453681606471072e+01,1.136407472490789661e-01,5.238759855348203848e-02,2.939979298071239668e+02,6.944947838496204895e-01
1.493187159844036138e+01,1.136407472490789661e-01,5.238759855348203848e-02,1.782447974512592168e+02,8.361641988448660356e+00
2.362446574776594233e+01,1.136407472490789661e-01,5.238759855348203848e-02,6.228766653435127409e+02,5.252972256665604789e+01
9.948020015075840661e+00,1.136407472490789661e-01,5.238759855348203848e-02,8.046453597385446983e+02,5.334162811454159936e+00
1.109724999055517358e+01,1.136407472490789661e-01,5.238759855348203848e-02,2.655251036173597186e+02,4.132864156864887728e-02
6.660423284138661984e+03,1.136407472490789661e-01,5.238759855348203848e-02,1.770563008102131164e+02,8.344977013315251213e+01
1.968896402851897392e+03,1.136407472490789661e-01,5.238759855348203848e-02,2.305369723896488310e+00,5.700690176334161086e-02
1.292720306380970463e+01,1.136407472490789661e-01,5.238759855348203848e-02,7.200653484219716916e+01,4.970759028284740116e-02
8.900676323689113545e+00,1.136407472490789661e-01,5.238759855348203848e-02,9.239254825389979260e+02,2.421747352283075916e+00
6.506091935832320814e+03,1.136407472490789661e-01,5.238759855348203848e-02,1.405349090648677191e+00,6.510884903425666337e-02
2.190489713211056005e+04,1.136407472490789661e-01,5.238759855348203848e-02,5.928159901482276117e-01,2.685915625388459946e-02
9.709400702695500485e+00,1.136407472490789661e-01,5.238759855348203848e-02,7.878192374744106701e+02,5.262766498422147832e-01
5.909535744556887948e+01,1.136407472490789661e-01,5.238759855348203848e-02,7.415865304465606869e+02,9.169186884410135008e+01
2.333303185231898453e+02,1.136407472490789661e-01,5.238759855348203848e-02,1.195411509008492956e+01,2.437236956849930358e+00
7.541055253442625144e+03,1.136407472490789661e-01,5.238759855348203848e-02,1.208502235009806469e+01,6.602162407321874760e+00
